Date;Dernier;Ouv.; Plus Haut;Plus Bas;Vol. ();Variation %
17.01.20;106,58;104,90;106,78;104,78;7,56;1,60%
16.01.20;104,90;103,70;104,94;103,60;5,08;1,04%
15.01.20;103,82;103,00;104,16;102,82;7,00;0,39%
14.01.20;103,42;103,54;103,62;102,66;7,58;-0,12%
13.01.20;103,54;102,92;103,98;102,82;4,35;0,58%
10.01.20;102,94;103,18;103,66;102,94;5,03;-0,14%
09.01.20;103,08;103,80;103,94;102,94;7,96;-0,41%
08.01.20;103,50;104,48;104,76;103,50;7,25;-1,62%
07.01.20;105,20;106,50;106,92;105,08;5,59;-1,00%
06.01.20;106,26;105,84;106,44;105,22;4,77;-0,06%
03.01.20;106,32;104,50;106,66;104,16;6,80;1,47%
30.12.19;104,78;106,32;106,76;104,78;3,51;-1,52%
27.12.19;106,40;106,68;106,88;106,22;2,88;-0,19%
23.12.19;106,60;106,00;106,80;105,80;3,44;0,47%
20.12.19;106,10;104,54;106,10;104,28;13,35;1,90%
19.12.19;104,12;104,02;104,48;103,46;6,50;0,10%
18.12.19;104,02;103,48;105,16;103,48;7,40;0,44%
17.12.19;103,56;103,40;103,80;102,56;9,06;-0,61%
16.12.19;104,20;102,80;104,62;102,80;5,24;1,22%
13.12.19;102,94;102,82;103,32;102,14;5,11;-0,14%
12.12.19;103,08;102,80;103,72;102,64;5,49;0,00%
11.12.19;103,08;102,76;103,36;102,38;4,29;0,12%
10.12.19;102,96;103,44;103,54;101,92;5,70;-0,89%
09.12.19;103,88;103,48;104,20;103,46;3,53;-0,02%
06.12.19;103,90;102,90;103,96;102,60;3,48;1,33%
05.12.19;102,54;102,40;102,80;102,26;3,80;0,27%
04.12.19;102,26;101,50;102,52;101,50;4,93;0,63%
03.12.19;101,62;102,56;103,14;101,62;6,60;-0,90%
02.12.19;102,54;103,60;104,66;102,40;5,50;-1,33%
29.11.19;103,92;104,22;104,40;103,78;4,44;-0,36%
28.11.19;104,30;104,12;104,54;104,02;1,97;-0,08%
27.11.19;104,38;104,22;104,62;103,80;4,08;0,37%
26.11.19;104,00;104,56;104,82;104,00;13,26;-0,21%
25.11.19;104,22;103,80;104,26;103,40;3,94;1,09%
22.11.19;103,10;103,08;104,02;102,70;6,26;-0,12%
21.11.19;103,22;103,76;104,20;103,22;4,37;-1,04%
20.11.19;104,30;103,78;104,46;103,70;4,65;0,21%
19.11.19;104,08;104,02;104,66;103,74;4,46;-0,23%
18.11.19;104,32;104,40;104,72;103,74;4,05;0,25%
15.11.19;104,06;104,04;104,38;103,40;5,26;0,52%
14.11.19;103,52;104,40;105,16;103,42;5,41;-1,07%
13.11.19;104,64;103,64;104,94;103,54;5,17;0,83%
12.11.19;103,78;104,48;104,50;103,62;5,07;-0,54%
11.11.19;104,34;104,14;104,78;103,80;3,05;0,21%
08.11.19;104,12;103,80;104,50;103,80;4,45;-0,04%
07.11.19;104,16;104,94;105,00;103,74;4,91;-0,65%
06.11.19;104,84;103,76;105,36;103,26;4,52;1,02%
05.11.19;103,78;104,68;104,68;103,42;6,07;-0,86%
04.11.19;104,68;105,00;105,20;104,18;3,91;-0,34%
01.11.19;105,04;105,32;106,16;104,74;4,46;-0,27%
31.10.19;105,32;105,86;107,26;105,32;5,98;-0,51%
30.10.19;105,86;104,96;106,30;104,80;5,27;1,07%
29.10.19;104,74;104,18;104,84;103,66;4,15;0,27%
28.10.19;104,46;104,94;105,16;104,08;4,40;-0,21%
25.10.19;104,68;103,76;104,68;103,52;5,64;0,63%
24.10.19;104,02;102,80;104,22;102,20;5,96;1,48%
23.10.19;102,50;102,20;103,06;101,94;5,53;0,00%
22.10.19;102,50;102,02;102,58;101,12;6,58;0,47%
21.10.19;102,02;103,00;103,22;101,78;7,02;-1,07%
18.10.19;103,12;103,10;103,90;102,76;7,06;-0,81%
17.10.19;103,96;105,70;106,04;103,52;9,81;-1,98%
16.10.19;106,06;105,76;107,06;105,74;4,79;0,11%
15.10.19;105,94;106,28;106,48;105,84;4,51;-0,11%
14.10.19;106,06;106,44;106,90;105,84;4,65;-0,67%
11.10.19;106,78;107,46;107,58;106,28;4,30;-0,71%
10.10.19;107,54;107,40;107,64;106,34;4,87;0,00%
09.10.19;107,54;106,68;107,82;106,38;3,69;0,41%
08.10.19;107,10;107,96;108,56;107,04;5,55;-0,65%
07.10.19;107,80;106,86;108,12;106,86;3,93;0,90%
04.10.19;106,84;106,88;107,10;106,10;4,35;0,68%
03.10.19;106,12;105,50;106,38;105,26;5,45;0,82%
02.10.19;105,26;107,10;107,10;105,16;7,78;-1,05%
01.10.19;106,38;108,20;108,82;105,96;6,96;-1,75%
30.09.19;108,28;107,54;108,48;106,44;5,74;0,54%
27.09.19;107,70;108,50;109,08;107,70;4,71;-0,22%
26.09.19;107,94;106,62;108,38;106,36;10,52;1,11%
25.09.19;106,76;106,52;107,58;106,04;10,64;-1,33%
24.09.19;108,20;107,34;108,40;107,28;5,59;1,01%
23.09.19;107,12;106,26;108,18;106,10;4,79;0,81%
20.09.19;106,26;108,04;108,20;106,26;17,00;-0,90%
19.09.19;107,22;106,58;107,42;105,62;5,67;0,26%
18.09.19;106,94;106,76;107,44;106,40;4,64;0,04%
17.09.19;106,90;105,00;107,32;104,88;7,51;1,56%
16.09.19;105,26;105,80;106,36;104,40;6,83;-0,94%
13.09.19;106,26;109,62;109,92;106,26;8,12;-3,38%
12.09.19;109,98;109,10;110,48;108,54;5,78;0,46%
11.09.19;109,48;108,32;109,48;107,44;7,19;0,44%
10.09.19;109,00;110,64;110,78;107,86;9,63;-1,62%
09.09.19;110,80;112,72;112,98;110,80;6,57;-2,12%
06.09.19;113,20;111,72;113,20;111,50;5,38;1,16%
05.09.19;111,90;112,10;112,50;111,80;5,73;-0,09%
04.09.19;112,00;111,68;112,24;111,34;4,55;0,96%
03.09.19;110,94;111,30;111,88;110,70;4,66;-0,66%
02.09.19;111,68;110,70;111,88;110,46;3,75;0,61%
30.08.19;111,00;110,50;111,64;110,42;5,19;0,63%
29.08.19;110,30;109,04;110,46;108,94;4,84;0,93%
28.08.19;109,28;108,62;109,58;108,50;4,59;0,20%
27.08.19;109,06;108,02;109,06;107,60;4,83;0,91%
26.08.19;108,08;107,30;108,54;107,16;3,18;0,17%
23.08.19;107,90;108,50;109,38;107,82;3,38;-0,37%
22.08.19;108,30;108,30;108,78;107,80;3,74;-0,50%
21.08.19;108,84;107,80;109,42;107,80;4,20;0,82%
20.08.19;107,96;109,30;109,66;107,96;5,51;-1,03%
19.08.19;109,08;108,20;109,08;108,00;4,71;1,22%
16.08.19;107,76;106,56;108,00;106,56;5,64;1,20%
15.08.19;106,48;106,16;107,10;105,56;5,73;0,40%
14.08.19;106,06;106,98;107,54;105,66;5,22;-0,21%
13.08.19;106,28;106,48;106,98;105,34;6,08;-0,11%
12.08.19;106,40;106,50;107,44;106,30;5,47;0,02%
09.08.19;106,38;106,00;106,66;105,78;5,53;0,78%
08.08.19;105,56;104,98;105,86;104,62;5,42;1,60%
07.08.19;103,90;102,80;104,44;102,76;5,96;1,39%
06.08.19;102,48;102,62;103,76;102,48;6,22;-0,43%
05.08.19;102,92;104,60;105,32;102,64;6,06;-2,20%
02.08.19;105,24;105,12;106,00;104,40;7,82;-0,44%
31.07.19;105,70;105,14;106,04;104,60;5,22;0,53%
30.07.19;105,14;105,16;106,10;104,90;4,87;-0,08%
29.07.19;105,22;104,02;105,92;104,02;5,34;1,13%
26.07.19;104,04;102,60;105,24;102,44;6,89;1,76%
25.07.19;102,24;102,68;103,82;102,04;5,93;-0,47%
24.07.19;102,72;103,34;103,46;102,24;4,07;-0,37%
23.07.19;103,10;103,10;103,58;102,98;4,67;0,47%
22.07.19;102,62;102,40;102,92;102,22;3,00;0,02%
19.07.19;102,60;104,10;104,28;102,42;4,83;-1,06%
18.07.19;103,70;102,96;104,16;102,80;4,74;0,43%
17.07.19;103,26;102,06;104,12;102,00;6,45;1,33%
16.07.19;101,90;101,92;102,36;101,48;5,40;-0,51%
15.07.19;102,42;101,28;102,54;101,14;3,87;0,91%
12.07.19;101,50;101,84;102,18;101,42;9,11;-0,53%
11.07.19;102,04;102,90;103,10;101,96;4,70;-0,78%
10.07.19;102,84;102,54;103,26;102,06;9,25;-0,16%
09.07.19;103,00;102,90;103,56;102,44;4,69;-0,23%
08.07.19;103,24;102,00;103,50;101,92;4,16;1,32%
05.07.19;101,90;102,38;103,04;101,74;3,91;-0,64%
04.07.19;102,56;102,26;102,90;101,94;2,76;0,23%
03.07.19;102,32;102,40;102,86;101,94;5,33;0,20%
02.07.19;102,12;100,58;102,72;100,58;4,81;1,41%
01.07.19;100,70;101,76;101,88;100,38;4,26;-0,36%
28.06.19;101,06;100,30;101,32;100,18;4,31;0,50%
27.06.19;100,56;100,44;101,12;99,68;3,15;0,46%
26.06.19;100,10;100,74;101,82;100,10;4,05;-0,89%
25.06.19;101,00;100,62;101,40;100,32;3,85;-0,02%
24.06.19;101,02;101,50;102,50;101,02;3,94;-0,49%
21.06.19;101,52;101,68;101,96;101,14;12,20;-0,47%
20.06.19;102,00;101,46;102,50;101,28;3,69;0,91%
19.06.19;101,08;101,82;101,90;100,60;4,48;-1,13%
18.06.19;102,24;101,24;102,52;101,24;4,81;0,73%
17.06.19;101,50;101,88;101,90;101,12;2,37;0,10%
14.06.19;101,40;100,64;101,74;100,54;3,00;0,24%
13.06.19;101,16;101,28;101,88;100,78;3,38;-0,53%
12.06.19;101,70;100,64;102,12;100,64;3,42;0,45%
11.06.19;101,24;101,06;101,44;100,62;4,92;-0,16%
07.06.19;101,40;100,60;101,78;100,42;3,01;1,06%
06.06.19;100,34;100,36;101,46;100,18;4,09;-0,02%
05.06.19;100,36;99,50;100,36;98,91;3,93;1,07%
04.06.19;99,30;101,00;101,14;99,30;6,15;-2,11%
03.06.19;101,44;99,58;101,44;99,26;6,26;1,90%
31.05.19;99,55;98,14;99,85;98,12;6,28;1,22%
29.05.19;98,35;98,20;98,62;97,84;4,10;-0,37%
28.05.19;98,72;99,50;99,50;98,58;6,59;-0,75%
27.05.19;99,47;99,49;99,70;99,20;1,61;0,47%
24.05.19;99,00;99,50;99,71;98,92;4,36;-0,32%
23.05.19;99,32;99,40;99,63;98,90;4,35;-0,36%
22.05.19;99,68;99,06;99,68;98,56;3,62;0,62%
21.05.19;99,07;99,95;100,04;99,06;3,63;-0,48%
20.05.19;99,55;99,86;100,32;98,82;3,58;-0,49%
17.05.19;100,04;100,30;100,30;99,45;4,49;-0,38%
16.05.19;100,42;98,80;100,42;98,44;6,11;1,75%
15.05.19;98,69;97,41;98,69;97,22;5,69;1,32%
14.05.19;97,40;97,50;97,80;97,29;3,80;0,00%
13.05.19;97,40;97,64;97,90;96,61;4,60;-0,10%
10.05.19;97,50;97,44;97,78;97,18;3,59;0,59%
09.05.19;96,93;98,10;98,52;96,93;5,18;-1,49%
08.05.19;98,40;97,52;98,44;97,37;4,48;0,90%
07.05.19;97,52;97,61;98,14;97,41;3,58;-0,29%
06.05.19;97,80;96,91;97,80;96,63;3,20;0,63%
03.05.19;97,19;97,19;97,80;97,07;3,82;-0,15%
02.05.19;97,34;97,87;98,16;97,34;5,35;-0,72%
30.04.19;98,05;97,02;98,10;97,02;5,56;0,61%
29.04.19;97,46;97,30;97,57;96,97;6,00;-0,06%
26.04.19;97,52;97,40;97,52;96,92;3,55;0,27%
25.04.19;97,26;97,35;97,61;96,58;4,65;0,10%
24.04.19;97,16;96,76;97,46;96,37;4,26;-0,03%
23.04.19;97,19;95,85;97,35;95,80;5,76;1,40%
18.04.19;95,85;96,15;96,38;95,45;6,30;0,80%
17.04.19;95,09;94,27;95,09;93,55;5,50;0,20%
16.04.19;94,90;94,27;95,00;94,20;5,94;0,57%
15.04.19;94,36;93,60;94,61;93,33;6,93;-1,22%
12.04.19;95,53;96,22;96,60;95,11;7,05;-0,87%
11.04.19;96,37;97,00;97,15;96,32;5,36;-0,77%
10.04.19;97,12;96,53;97,22;96,42;5,91;0,52%
09.04.19;96,62;95,41;96,62;95,34;5,76;0,94%
08.04.19;95,72;95,50;95,91;95,19;3,80;0,05%
05.04.19;95,67;95,75;95,88;95,30;5,41;0,41%
04.04.19;95,28;95,30;95,49;95,00;4,39;-0,12%
03.04.19;95,39;94,72;95,39;94,28;5,22;0,61%
02.04.19;94,81;94,49;94,91;94,38;4,22;0,19%
01.04.19;94,63;95,23;95,23;94,34;4,35;-0,28%
29.03.19;94,90;95,22;95,46;94,66;7,72;-0,32%
28.03.19;95,20;95,24;95,88;95,08;4,17;-0,10%
27.03.19;95,30;95,18;95,30;94,18;6,53;0,11%
26.03.19;95,20;94,20;95,20;94,20;5,29;1,21%
25.03.19;94,06;93,86;94,56;93,70;4,73;0,21%
22.03.19;93,86;95,46;95,54;93,86;6,55;-1,66%
21.03.19;95,44;94,36;95,58;94,30;7,05;0,82%
20.03.19;94,66;94,40;94,74;94,00;5,50;0,06%
19.03.19;94,60;94,34;95,06;94,28;6,70;0,47%
18.03.19;94,16;93,70;94,16;93,50;5,50;0,47%
15.03.19;93,72;94,80;94,90;93,72;23,14;-0,93%
14.03.19;94,60;93,50;94,82;93,46;6,43;1,22%
13.03.19;93,46;92,60;93,46;92,58;6,04;0,71%
12.03.19;92,80;92,88;92,98;92,38;5,08;-0,11%
11.03.19;92,90;92,90;93,04;92,38;5,50;0,22%
08.03.19;92,70;92,68;93,04;92,36;5,87;-0,11%
07.03.19;92,80;91,54;93,22;91,54;6,75;1,31%
06.03.19;91,60;91,68;91,82;91,04;8,52;0,11%
05.03.19;91,50;90,76;91,82;90,26;8,23;0,51%
04.03.19;91,04;91,28;91,62;90,90;3,84;0,26%
01.03.19;90,80;90,84;91,30;90,38;5,62;0,49%
28.02.19;90,36;89,90;90,68;89,84;6,22;0,27%
27.02.19;90,12;90,80;90,98;89,80;4,91;-1,25%
26.02.19;91,26;91,00;91,68;90,82;4,68;0,20%
25.02.19;91,08;90,90;91,42;90,64;3,83;0,15%
22.02.19;90,94;91,68;91,70;90,50;6,55;-0,87%
21.02.19;91,74;90,80;91,82;90,70;8,31;1,35%
20.02.19;90,52;89,84;90,84;89,70;5,08;1,14%
19.02.19;89,50;89,40;89,76;89,30;4,45;-0,58%
18.02.19;90,02;89,38;90,34;89,06;4,79;1,03%
15.02.19;89,10;88,28;89,18;87,94;8,40;1,18%
14.02.19;88,06;87,00;89,90;87,00;7,96;1,59%
13.02.19;86,68;86,40;86,68;86,12;4,56;0,32%
12.02.19;86,40;86,80;86,94;85,96;5,11;-0,28%
11.02.19;86,64;86,70;87,02;86,44;3,74;0,46%
08.02.19;86,24;86,20;86,62;86,10;3,31;-0,07%
07.02.19;86,30;86,66;87,40;86,30;3,92;-0,78%
06.02.19;86,98;87,06;87,72;86,98;5,52;-0,48%
05.02.19;87,40;86,24;87,40;85,84;4,79;1,72%
04.02.19;85,92;86,22;86,40;85,68;3,75;-0,53%
01.02.19;86,38;86,88;86,88;85,86;4,72;-0,07%
31.01.19;86,44;86,50;86,90;86,04;6,62;-0,46%
30.01.19;86,84;86,50;86,86;85,98;4,30;1,16%
29.01.19;85,84;84,60;86,22;84,46;6,27;1,63%
28.01.19;84,46;84,00;84,58;83,46;4,45;0,21%
25.01.19;84,28;84,98;85,16;83,86;4,36;-0,54%
24.01.19;84,74;84,90;85,14;84,26;7,51;0,50%
23.01.19;84,32;84,30;84,86;84,02;5,33;0,02%
22.01.19;84,30;84,10;84,82;84,10;5,81;0,12%
21.01.19;84,20;83,94;84,44;83,86;3,41;-0,24%
18.01.19;84,40;84,38;84,58;83,86;5,90;0,55%
17.01.19;83,94;82,86;84,04;82,86;4,55;0,99%
16.01.19;83,12;83,66;84,00;82,88;4,13;-0,60%
15.01.19;83,62;83,28;83,88;82,92;4,04;0,67%
14.01.19;83,06;82,82;83,28;82,54;4,81;-0,36%
11.01.19;83,36;83,00;83,72;82,90;4,21;0,39%
10.01.19;83,04;81,46;83,22;81,30;5,34;1,69%
09.01.19;81,66;81,52;82,02;81,10;5,53;0,20%
08.01.19;81,50;81,12;82,12;81,02;4,76;0,47%
07.01.19;81,12;82,28;82,32;80,86;4,60;-1,43%
04.01.19;82,30;81,14;82,38;80,86;5,50;1,30%
03.01.19;81,24;80,84;81,52;79,86;8,89;1,80%
28.12.18;79,80;78,90;80,06;78,80;5,50;1,92%
27.12.18;78,30;80,56;81,12;77,74;8,78;-3,78%
21.12.18;81,38;80,64;81,62;80,24;16,75;0,59%
20.12.18;80,90;81,06;81,34;80,62;7,73;-1,20%
19.12.18;81,88;81,56;82,06;81,26;7,88;0,10%
18.12.18;81,80;82,32;82,74;81,80;7,16;-1,30%
17.12.18;82,88;83,62;83,88;82,88;5,83;-1,15%
14.12.18;83,84;84,20;84,44;83,42;4,91;-1,06%
13.12.18;84,74;85,30;85,80;84,74;4,88;-0,73%
12.12.18;85,36;84,68;85,68;84,68;5,61;0,85%
11.12.18;84,64;83,80;84,82;83,62;7,01;1,88%
10.12.18;83,08;84,40;85,02;83,08;6,18;-2,03%
07.12.18;84,80;83,64;85,38;83,56;6,65;2,00%
06.12.18;83,14;84,54;85,00;83,12;7,58;-2,07%
05.12.18;84,90;85,88;85,96;84,84;3,73;-1,28%
04.12.18;86,00;84,98;86,50;84,98;5,40;0,94%
03.12.18;85,20;85,58;85,68;84,70;4,43;0,07%
30.11.18;85,14;84,82;85,50;84,66;10,20;-0,07%
29.11.18;85,20;84,88;85,38;84,70;4,93;1,19%
28.11.18;84,20;84,74;84,92;84,06;4,55;-0,52%
27.11.18;84,64;84,54;85,24;84,32;4,40;0,02%
26.11.18;84,62;84,52;85,22;84,34;4,63;-0,02%
23.11.18;84,64;83,76;84,64;83,48;3,40;0,79%
22.11.18;83,98;83,86;84,36;83,30;3,17;-0,12%
21.11.18;84,08;83,30;84,08;82,96;5,53;0,69%
20.11.18;83,50;83,10;84,08;82,96;5,68;0,24%
19.11.18;83,30;84,42;84,70;83,30;5,29;-1,26%
16.11.18;84,36;84,52;84,78;83,72;6,26;0,45%
15.11.18;83,98;84,12;84,92;83,52;5,20;-0,17%
14.11.18;84,12;84,70;85,16;83,88;5,91;-0,94%
13.11.18;84,92;85,14;85,52;84,42;4,93;-0,33%
12.11.18;85,20;85,50;85,50;84,76;3,17;-0,23%
09.11.18;85,40;85,00;85,74;84,78;4,77;0,54%
08.11.18;84,94;84,50;85,18;84,20;4,39;0,52%
07.11.18;84,50;84,46;85,02;84,12;3,95;0,14%
06.11.18;84,38;84,40;84,58;84,14;3,77;-0,05%
05.11.18;84,42;83,72;84,78;83,72;3,49;0,60%
02.11.18;83,92;85,00;85,06;83,62;6,39;-1,36%
01.11.18;85,08;85,12;85,44;84,52;5,80;-0,05%
31.10.18;85,12;84,76;85,12;84,36;7,24;0,95%
30.10.18;84,32;83,68;84,32;83,38;5,25;0,98%
29.10.18;83,50;83,76;83,94;83,20;6,20;-0,36%
26.10.18;83,80;83,56;84,60;83,24;8,00;-0,29%
25.10.18;84,04;82,52;84,32;82,50;8,84;0,96%
24.10.18;83,24;83,00;84,00;82,82;5,56;0,56%
23.10.18;82,78;82,22;83,72;82,02;8,14;-0,29%
22.10.18;83,02;82,50;83,38;82,38;6,28;1,19%
19.10.18;82,04;79,78;82,20;79,76;9,48;3,09%
18.10.18;79,58;79,60;80,10;78,94;5,99;0,66%
17.10.18;79,06;80,36;80,36;78,84;6,08;-1,22%
16.10.18;80,04;78,84;80,14;78,54;5,16;1,44%
15.10.18;78,90;78,54;79,16;78,24;4,22;0,15%
12.10.18;78,78;79,10;79,56;78,50;6,30;0,10%
11.10.18;78,70;80,26;80,64;78,64;8,77;-2,53%
10.10.18;80,74;80,80;81,64;80,74;5,97;-0,25%
09.10.18;80,94;80,86;80,96;80,30;3,51;0,12%
08.10.18;80,84;80,76;81,08;80,54;3,29;0,00%
05.10.18;80,84;81,42;81,52;80,74;4,05;-0,96%
04.10.18;81,62;82,22;82,22;81,20;5,04;-1,43%
03.10.18;82,80;82,26;82,84;82,22;4,37;0,80%
02.10.18;82,14;82,20;82,66;81,80;4,61;0,10%
01.10.18;82,06;81,84;82,30;81,62;4,41;0,29%
28.09.18;81,82;81,18;81,94;80,88;5,56;0,71%
27.09.18;81,24;80,42;81,38;80,08;3,70;0,54%
26.09.18;80,80;79,84;81,00;79,70;11,26;1,10%
25.09.18;79,92;79,72;80,04;79,34;4,54;0,20%
24.09.18;79,76;80,30;80,68;79,68;4,22;-0,99%
21.09.18;80,56;81,20;81,20;80,52;18,67;-0,25%
20.09.18;80,76;80,32;80,84;80,00;5,85;0,95%
19.09.18;80,00;80,36;80,44;79,68;4,56;-0,22%
18.09.18;80,18;80,84;81,10;80,18;4,51;-0,77%
17.09.18;80,80;81,10;81,38;80,54;3,66;-0,59%
14.09.18;81,28;81,24;81,36;80,92;3,73;0,17%
13.09.18;81,14;81,22;81,50;81,06;3,53;-0,12%
12.09.18;81,24;80,68;81,42;80,62;4,13;0,77%
11.09.18;80,62;81,26;81,42;80,54;4,98;-0,71%
10.09.18;81,20;80,32;81,46;80,16;4,27;1,20%
07.09.18;80,24;79,84;80,68;79,84;4,87;0,35%
06.09.18;79,96;79,70;80,16;79,54;3,46;0,08%
05.09.18;79,90;80,24;80,32;79,32;4,75;-0,75%
04.09.18;80,50;81,58;81,66;80,02;5,61;-1,23%
03.09.18;81,50;81,12;81,60;81,08;2,95;0,15%
31.08.18;81,38;81,00;81,40;80,70;5,31;0,20%
30.08.18;81,22;81,26;81,40;80,88;3,20;-0,34%
29.08.18;81,50;81,24;81,60;81,16;2,90;0,30%
28.08.18;81,26;81,70;81,70;81,24;2,74;-0,29%
27.08.18;81,50;81,72;81,72;81,18;2,31;0,07%
24.08.18;81,44;81,32;81,64;81,20;2,46;0,00%
23.08.18;81,44;81,40;81,76;81,36;2,32;0,20%
22.08.18;81,28;81,54;81,76;81,28;2,98;-0,68%
21.08.18;81,84;81,62;82,06;81,54;3,59;0,02%
20.08.18;81,82;81,68;82,00;81,50;3,24;0,42%
17.08.18;81,48;81,00;81,48;80,80;4,51;0,27%
16.08.18;81,26;81,28;81,38;80,74;7,23;0,35%
15.08.18;80,98;80,82;81,20;80,64;4,30;0,02%
14.08.18;80,96;80,98;81,38;80,62;3,92;0,40%
13.08.18;80,64;80,50;80,78;80,10;3,78;0,12%
10.08.18;80,54;81,50;81,54;80,52;3,94;-1,47%
09.08.18;81,74;81,86;81,94;81,36;3,39;-0,15%
08.08.18;81,86;81,86;82,06;81,70;2,76;-0,10%
07.08.18;81,94;81,54;82,00;81,44;3,23;0,49%
06.08.18;81,54;81,50;81,90;81,24;3,17;0,17%
03.08.18;81,40;81,04;81,44;80,80;4,33;0,82%
02.08.18;80,74;80,56;81,48;80,50;5,43;0,05%
31.07.18;80,70;81,36;81,36;80,68;4,54;-0,49%
30.07.18;81,10;81,12;81,38;80,98;2,85;-0,32%
27.07.18;81,36;81,46;81,70;81,26;3,88;-0,02%
26.07.18;81,38;80,68;82,28;80,42;7,29;1,85%
25.07.18;79,90;79,82;80,16;79,50;4,53;-0,22%
24.07.18;80,08;80,60;80,74;79,84;4,53;-0,69%
23.07.18;80,64;80,98;81,10;80,62;3,89;-0,40%
20.07.18;80,96;80,48;80,96;79,96;5,80;1,00%
19.07.18;80,16;79,50;80,58;79,04;5,78;0,73%
18.07.18;79,58;78,94;79,64;78,90;3,51;0,73%
17.07.18;79,00;79,66;79,76;78,68;4,89;-0,88%
16.07.18;79,70;79,80;79,98;79,32;3,26;-0,23%
13.07.18;79,88;79,52;80,00;79,52;3,43;0,30%
12.07.18;79,64;79,58;79,86;79,36;3,94;0,35%
11.07.18;79,36;79,10;79,64;78,96;3,86;-0,13%
10.07.18;79,46;79,50;79,86;79,18;3,97;-0,13%
09.07.18;79,56;79,80;79,94;79,46;4,00;-0,23%
06.07.18;79,74;79,50;79,74;79,22;4,15;0,68%
05.07.18;79,20;79,22;79,42;78,58;4,28;0,00%
04.07.18;79,20;78,94;79,34;78,70;4,61;0,28%
03.07.18;78,98;77,60;79,02;77,48;6,92;1,99%
02.07.18;77,44;76,50;77,78;76,26;6,82;0,70%
29.06.18;76,90;76,50;76,90;76,04;8,35;0,79%
28.06.18;76,30;75,50;76,46;75,38;6,32;0,85%
27.06.18;75,66;75,24;76,18;74,62;6,94;0,42%
26.06.18;75,34;74,96;75,34;74,66;4,84;0,69%
25.06.18;74,82;74,64;75,12;74,38;5,16;-0,51%
22.06.18;75,20;73,48;75,20;73,46;5,32;2,01%
21.06.18;73,72;74,74;75,00;73,64;4,70;-1,29%
20.06.18;74,68;74,24;74,78;74,12;7,32;1,14%
19.06.18;73,84;73,00;74,10;72,92;7,05;0,44%
18.06.18;73,52;74,30;74,38;73,20;4,93;-1,53%
15.06.18;74,66;74,50;74,84;74,32;13,51;0,05%
14.06.18;74,62;74,32;74,62;73,34;7,23;-0,24%
13.06.18;74,80;74,76;74,90;74,52;6,10;0,35%
12.06.18;74,54;74,36;74,80;74,28;5,91;0,46%
11.06.18;74,20;73,76;74,50;73,72;5,42;1,01%
08.06.18;73,46;73,30;73,72;73,16;5,63;-0,33%
07.06.18;73,70;74,36;74,42;73,26;4,73;-0,51%
06.06.18;74,08;74,42;74,70;73,26;6,53;-0,70%
05.06.18;74,60;75,06;75,54;74,60;4,73;-0,90%
04.06.18;75,28;75,20;75,62;75,12;4,16;0,37%
01.06.18;75,00;74,58;75,36;74,56;5,98;0,83%
31.05.18;74,38;75,24;75,82;74,38;9,63;-1,17%
30.05.18;75,26;76,18;76,34;75,26;5,41;-1,10%
29.05.18;76,10;76,58;76,82;76,04;6,15;-0,91%
28.05.18;76,80;76,20;77,10;76,10;3,81;0,79%
25.05.18;76,20;76,30;76,76;76,12;4,87;0,18%
24.05.18;76,06;75,52;76,06;75,42;5,25;0,56%
23.05.18;75,64;75,76;76,00;75,24;10,21;-0,53%
22.05.18;76,04;77,40;77,48;76,04;6,18;-1,37%
18.05.18;77,10;77,14;77,56;76,88;6,24;-0,10%
17.05.18;77,18;76,80;77,22;76,62;3,05;0,31%
16.05.18;76,94;76,78;77,06;76,54;4,90;-0,05%
15.05.18;76,98;77,12;77,28;76,56;5,88;-0,41%
14.05.18;77,30;77,56;77,62;77,12;4,01;-0,39%
11.05.18;77,60;77,54;77,90;77,40;4,78;0,26%
09.05.18;77,40;77,00;77,40;76,68;5,47;0,78%
08.05.18;76,80;77,62;77,78;76,58;5,04;-0,98%
07.05.18;77,56;76,54;77,74;76,38;5,11;1,57%
04.05.18;76,36;75,82;76,36;75,82;3,88;0,74%
03.05.18;75,80;76,10;76,24;75,80;4,74;-0,76%
02.05.18;76,38;76,74;76,98;75,96;11,48;-0,78%
30.04.18;76,98;76,54;77,26;76,34;5,03;0,39%
27.04.18;76,68;76,56;76,76;76,14;3,70;0,31%
26.04.18;76,44;75,22;76,44;75,16;4,88;1,59%
25.04.18;75,24;75,10;75,42;74,82;5,74;-0,19%
24.04.18;75,38;75,00;75,98;75,00;7,07;0,59%
23.04.18;74,94;75,02;75,08;74,56;8,79;-0,35%
20.04.18;75,20;75,20;75,30;74,74;15,85;-0,27%
19.04.18;75,40;75,66;75,74;74,98;8,95;0,21%
18.04.18;75,24;75,36;76,44;74,94;8,97;-0,13%
17.04.18;75,34;74,40;75,42;74,30;7,37;0,91%
16.04.18;74,66;74,90;74,98;74,38;8,12;-2,41%
13.04.18;76,50;76,36;76,76;76,00;7,60;0,47%
12.04.18;76,14;76,28;76,48;75,96;6,59;-0,47%
11.04.18;76,50;76,58;76,86;76,28;6,38;-0,26%
10.04.18;76,70;76,32;76,70;75,98;6,80;0,92%
09.04.18;76,00;75,98;76,56;75,80;4,58;0,03%
06.04.18;75,98;75,50;76,32;75,32;10,54;0,48%
