Date;Dernier;Ouv.; Plus Haut;Plus Bas;Vol. ();Variation %
04.07.16;76,10;75,95;76,35;75,90;5,08;0,07%
01.07.16;76,05;75,40;76,05;75,15;8,09;1,20%
30.06.16;75,15;74,25;75,45;74,25;10,65;0,54%
29.06.16;74,75;74,05;74,75;73,65;12,67;1,77%
28.06.16;73,45;72,50;74,10;72,45;12,98;3,31%
27.06.16;71,10;71,00;72,35;70,95;9,24;-0,56%
24.06.16;71,50;69,60;72,80;69,20;13,84;-1,17%
23.06.16;72,35;71,70;72,80;71,65;5,19;0,91%
22.06.16;71,70;72,05;72,20;71,50;5,37;-0,21%
21.06.16;71,85;71,05;72,05;70,90;5,55;0,98%
20.06.16;71,15;70,80;71,40;70,60;7,56;2,01%
17.06.16;69,75;70,50;70,65;69,75;19,94;-0,07%
16.06.16;69,80;69,80;70,20;69,55;8,17;-0,43%
15.06.16;70,10;70,30;70,90;70,10;6,25;0,14%
14.06.16;70,00;70,50;70,80;70,00;9,93;-1,34%
13.06.16;70,95;71,55;71,85;70,95;6,77;-1,60%
10.06.16;72,10;72,95;72,95;72,10;5,30;-1,23%
09.06.16;73,00;73,20;73,25;72,70;5,45;-0,54%
08.06.16;73,40;73,65;73,75;73,20;4,33;-0,74%
07.06.16;73,95;73,75;73,95;73,45;4,59;0,61%
06.06.16;73,50;73,50;73,80;73,35;4,23;0,20%
03.06.16;73,35;73,75;73,90;72,95;4,49;-0,14%
02.06.16;73,45;73,25;73,60;73,10;4,26;0,07%
01.06.16;73,40;73,25;73,75;73,05;3,91;0,00%
31.05.16;73,40;74,05;74,20;73,10;7,32;-1,01%
30.05.16;74,15;74,15;74,30;73,90;2,28;-0,13%
27.05.16;74,25;74,05;74,50;73,85;4,76;0,00%
26.05.16;74,25;73,30;74,40;73,30;5,79;1,16%
25.05.16;73,40;73,75;73,75;73,25;6,00;-0,27%
24.05.16;73,60;72,60;73,60;72,40;4,87;0,82%
23.05.16;73,00;72,60;73,15;72,30;4,10;0,27%
20.05.16;72,80;72,65;73,00;72,45;7,76;0,76%
19.05.16;72,25;72,45;72,60;72,10;6,64;-0,89%
18.05.16;72,90;72,50;72,90;72,30;4,55;0,21%
17.05.16;72,75;73,20;73,40;72,40;7,14;-0,34%
13.05.16;73,00;72,45;73,15;71,95;4,68;0,55%
12.05.16;72,60;72,70;73,25;72,20;6,70;-0,21%
11.05.16;72,75;72,15;72,80;72,05;4,63;0,62%
10.05.16;72,30;72,00;72,45;71,80;5,35;1,19%
09.05.16;71,45;71,35;71,80;71,20;4,90;0,63%
06.05.16;71,00;70,40;71,00;70,25;5,02;0,71%
04.05.16;70,50;71,05;71,50;70,50;4,42;-0,91%
03.05.16;71,15;71,55;71,60;70,70;4,79;-0,91%
02.05.16;71,80;71,90;72,10;71,60;3,20;0,42%
29.04.16;71,50;71,80;72,20;71,40;5,51;-1,38%
28.04.16;72,50;72,15;72,50;71,50;3,64;-0,07%
27.04.16;72,55;72,30;72,75;72,10;3,63;0,21%
26.04.16;72,40;72,90;73,00;72,30;4,73;0,00%
25.04.16;72,40;72,35;72,65;72,00;5,68;0,07%
22.04.16;72,35;73,15;73,30;72,10;5,40;-1,36%
21.04.16;73,35;74,00;74,00;72,10;7,13;-0,68%
20.04.16;73,85;73,50;73,90;73,05;5,18;-0,14%
19.04.16;73,95;72,75;73,95;72,65;8,71;1,86%
18.04.16;72,60;72,35;72,70;72,15;4,96;-0,14%
15.04.16;72,70;72,50;72,80;72,00;9,82;0,14%
14.04.16;72,60;72,10;72,90;71,65;11,80;1,97%
13.04.16;71,20;70,70;71,20;70,55;10,87;1,50%
12.04.16;70,15;69,95;70,20;69,60;6,92;0,14%
11.04.16;70,05;70,75;70,75;69,95;12,21;-3,45%
08.04.16;72,55;72,10;72,55;71,90;8,90;0,83%
07.04.16;71,95;71,90;72,15;71,60;5,35;0,07%
06.04.16;71,90;71,05;71,90;70,45;7,15;1,20%
05.04.16;71,05;70,75;71,05;70,25;10,18;-0,14%
04.04.16;71,15;71,10;71,25;70,85;7,80;0,07%
01.04.16;71,10;71,55;71,65;70,70;8,54;-1,04%
31.03.16;71,85;72,10;72,10;71,60;6,52;-0,55%
30.03.16;72,25;72,25;72,75;72,05;5,40;0,56%
29.03.16;71,85;71,15;71,90;70,85;7,59;1,70%
24.03.16;70,65;71,15;71,15;70,65;5,01;-1,33%
23.03.16;71,60;70,95;71,75;70,90;5,84;1,34%
22.03.16;70,65;70,80;71,00;70,25;6,65;-1,12%
21.03.16;71,45;71,20;71,70;70,95;6,02;0,00%
18.03.16;71,45;72,00;72,05;71,25;20,96;-0,07%
17.03.16;71,50;71,90;72,00;70,85;7,96;-0,42%
16.03.16;71,80;71,70;71,95;71,55;5,48;0,56%
15.03.16;71,40;71,25;71,70;71,20;6,86;-0,28%
14.03.16;71,60;71,40;71,75;71,25;5,62;0,07%
11.03.16;71,55;71,45;71,85;71,20;6,09;0,77%
10.03.16;71,00;71,10;72,35;71,00;9,25;-0,70%
09.03.16;71,50;71,35;71,75;71,10;5,87;0,35%
08.03.16;71,25;71,20;71,40;70,85;6,61;-0,42%
07.03.16;71,55;71,20;71,70;71,00;5,86;0,07%
04.03.16;71,50;71,20;71,80;70,75;5,99;0,99%
03.03.16;70,80;71,30;71,35;70,65;5,65;-0,84%
02.03.16;71,40;71,45;71,65;70,60;8,29;-0,21%
01.03.16;71,55;69,95;71,55;69,75;9,63;2,07%
29.02.16;70,10;69,90;70,25;69,45;6,98;-0,50%
26.02.16;70,45;70,50;70,95;70,25;6,06;0,28%
25.02.16;70,25;70,50;70,90;69,80;7,10;1,22%
24.02.16;69,40;70,45;70,45;69,05;6,96;-1,14%
23.02.16;70,20;71,05;71,10;70,15;6,89;-1,34%
22.02.16;71,15;71,05;71,70;70,80;6,26;0,42%
19.02.16;70,85;71,00;71,30;70,55;14,02;-0,70%
18.02.16;71,35;71,70;71,95;70,65;15,46;-3,71%
17.02.16;74,10;73,60;74,15;73,35;6,45;1,44%
16.02.16;73,05;73,60;73,85;72,60;6,29;-0,75%
15.02.16;73,60;72,85;73,95;72,70;5,42;2,36%
12.02.16;71,90;71,60;71,90;71,15;7,48;1,48%
11.02.16;70,85;72,10;72,35;70,15;10,12;-2,75%
10.02.16;72,85;71,95;73,20;71,40;8,06;1,60%
09.02.16;71,70;73,00;73,45;71,25;9,91;-1,58%
08.02.16;72,85;73,60;73,65;72,00;7,40;-0,68%
05.02.16;73,35;74,25;74,60;73,35;7,19;-1,41%
04.02.16;74,40;75,70;75,95;73,80;8,54;-1,06%
03.02.16;75,20;75,50;76,05;74,70;7,47;-0,40%
02.02.16;75,50;75,50;75,70;74,95;5,77;-0,13%
01.02.16;75,60;75,65;75,80;75,00;5,69;0,53%
29.01.16;75,20;73,70;75,20;73,55;10,47;2,73%
28.01.16;73,20;73,90;74,15;73,10;7,55;-0,95%
27.01.16;73,90;73,25;73,90;72,80;7,16;0,89%
26.01.16;73,25;71,95;73,25;71,55;5,74;1,17%
25.01.16;72,40;72,40;72,45;71,75;4,90;0,42%
22.01.16;72,10;71,40;72,30;71,15;7,24;2,20%
21.01.16;70,55;69,80;71,35;69,50;10,14;1,36%
20.01.16;69,60;70,15;70,40;69,00;8,82;-2,32%
19.01.16;71,25;70,75;71,45;70,75;6,34;1,71%
18.01.16;70,05;70,00;70,80;69,75;6,07;-0,07%
15.01.16;70,10;70,80;71,30;69,65;12,34;-1,68%
14.01.16;71,30;71,95;72,10;70,80;10,51;-1,79%
13.01.16;72,60;72,50;73,00;72,25;6,44;1,11%
12.01.16;71,80;70,15;72,10;70,05;6,23;2,21%
11.01.16;70,25;69,95;70,75;69,70;7,81;-0,07%
08.01.16;70,30;71,50;71,75;70,30;8,59;-1,47%
07.01.16;71,35;71,30;71,95;70,65;6,78;-2,33%
06.01.16;73,05;73,65;74,05;72,50;5,38;-1,02%
05.01.16;73,80;73,70;74,25;72,95;4,94;0,34%
04.01.16;73,55;73,90;73,95;72,90;6,55;-1,34%
30.12.15;74,55;75,40;75,50;74,55;3,53;-0,80%
29.12.15;75,15;73,90;75,25;73,90;3,93;2,11%
28.12.15;73,60;73,15;73,90;72,90;2,83;0,34%
23.12.15;73,35;72,20;73,80;72,20;7,00;2,66%
22.12.15;71,45;72,40;72,80;71,35;5,87;-1,18%
21.12.15;72,30;72,90;73,60;72,30;4,84;-1,03%
18.12.15;73,05;73,10;73,65;72,90;12,70;-0,68%
17.12.15;73,55;74,30;74,75;73,35;7,57;0,48%
16.12.15;73,20;73,00;73,60;72,85;5,30;0,14%
15.12.15;73,10;71,90;73,30;71,80;7,65;2,17%
14.12.15;71,55;72,80;73,20;71,55;6,62;-1,31%
11.12.15;72,50;73,40;73,70;72,40;5,64;-1,69%
10.12.15;73,75;73,50;73,85;72,90;5,05;0,07%
09.12.15;73,70;74,70;74,70;73,45;6,05;-1,07%
08.12.15;74,50;75,25;75,50;74,20;6,12;-1,13%
07.12.15;75,35;75,35;76,15;75,20;4,07;0,20%
04.12.15;75,20;75,50;75,55;74,50;6,91;-0,66%
03.12.15;75,70;76,35;76,95;75,30;8,56;-1,37%
02.12.15;76,75;76,45;76,95;76,25;4,83;0,59%
01.12.15;76,30;76,45;76,65;75,80;5,76;-0,07%
30.11.15;76,35;76,15;76,80;76,05;7,98;-0,07%
27.11.15;76,40;75,70;76,80;75,65;4,51;0,53%
26.11.15;76,00;76,00;76,35;75,75;3,63;0,40%
25.11.15;75,70;74,80;76,20;74,80;6,08;1,20%
24.11.15;74,80;75,65;75,70;74,55;6,02;-1,25%
23.11.15;75,75;75,70;76,00;75,35;4,04;-0,39%
20.11.15;76,05;76,50;76,50;75,75;6,03;-0,07%
19.11.15;76,10;75,95;76,45;75,85;4,61;0,40%
18.11.15;75,80;74,55;75,85;74,50;7,21;0,86%
17.11.15;75,15;74,20;75,35;74,00;6,25;2,11%
16.11.15;73,60;73,00;73,95;72,95;4,97;0,14%
13.11.15;73,50;74,20;74,45;73,25;6,45;-1,47%
12.11.15;74,60;74,90;75,20;74,05;5,40;-0,40%
11.11.15;74,90;75,00;75,30;74,75;4,03;0,33%
10.11.15;74,65;75,10;75,15;74,30;4,26;-0,20%
09.11.15;74,80;75,25;75,35;74,65;4,76;-0,86%
06.11.15;75,45;76,25;76,30;75,20;5,74;-0,98%
05.11.15;76,20;75,85;76,25;75,65;5,08;0,53%
04.11.15;75,80;75,70;76,25;75,55;5,22;0,60%
03.11.15;75,35;75,30;75,50;74,85;3,55;0,40%
02.11.15;75,05;75,10;75,55;74,75;4,57;-0,73%
30.10.15;75,60;75,95;76,00;75,30;4,89;-0,53%
29.10.15;76,00;75,85;76,25;75,60;6,29;0,33%
28.10.15;75,75;75,10;75,85;75,10;4,17;0,73%
27.10.15;75,20;75,15;75,55;74,95;4,70;-0,07%
26.10.15;75,25;75,25;75,55;75,00;4,34;-0,33%
23.10.15;75,50;75,05;75,80;74,95;6,61;0,94%
22.10.15;74,80;73,30;74,90;73,25;7,25;2,12%
21.10.15;73,25;73,65;73,80;73,20;4,30;-0,27%
20.10.15;73,45;73,65;73,75;73,20;4,96;-0,07%
19.10.15;73,50;73,50;74,60;73,35;5,85;-0,34%
16.10.15;73,75;73,15;73,85;72,75;13,32;-1,86%
15.10.15;75,15;74,90;75,25;74,60;8,62;1,08%
14.10.15;74,35;74,85;75,05;74,20;5,54;-0,87%
13.10.15;75,00;74,75;75,25;74,55;5,92;0,20%
12.10.15;74,85;74,20;75,00;74,05;3,50;0,74%
09.10.15;74,30;74,45;74,60;74,00;4,51;0,00%
08.10.15;74,30;74,00;74,50;73,80;4,75;0,54%
07.10.15;73,90;74,90;74,90;73,70;7,26;-1,20%
06.10.15;74,80;74,75;74,90;74,40;4,68;0,13%
05.10.15;74,70;74,05;74,75;73,80;6,54;1,84%
02.10.15;73,35;73,55;74,20;72,70;6,24;0,14%
01.10.15;73,25;73,85;74,15;73,20;7,60;0,00%
30.09.15;73,25;72,05;73,45;71,90;7,99;2,88%
29.09.15;71,20;71,35;71,75;70,80;7,71;-0,97%
28.09.15;71,90;72,00;72,80;71,85;6,05;-0,69%
25.09.15;72,40;71,00;72,65;71,00;6,68;2,84%
24.09.15;70,40;71,50;71,65;70,20;9,48;-1,81%
23.09.15;71,70;72,20;72,50;71,70;5,85;-0,35%
22.09.15;71,95;73,85;73,85;71,75;8,62;-2,77%
21.09.15;74,00;73,35;74,45;73,30;6,52;0,75%
18.09.15;73,45;73,60;74,05;73,30;18,33;-0,74%
17.09.15;74,00;73,60;74,20;73,45;7,43;0,82%
16.09.15;73,40;73,40;73,85;73,10;7,19;0,69%
15.09.15;72,90;71,95;73,15;71,85;9,31;1,89%
14.09.15;71,55;71,85;72,60;71,50;5,70;-0,35%
11.09.15;71,80;72,25;72,30;71,50;6,05;-0,35%
10.09.15;72,05;72,25;72,90;71,70;6,65;-0,55%
09.09.15;72,45;72,55;72,95;72,15;6,85;1,68%
08.09.15;71,25;71,30;71,90;71,25;5,06;0,14%
07.09.15;71,15;70,85;71,30;70,75;4,74;0,85%
04.09.15;70,55;70,55;70,90;70,15;6,74;-0,77%
03.09.15;71,10;71,15;71,50;70,75;6,82;1,14%
02.09.15;70,30;70,45;70,90;70,10;6,65;0,29%
01.09.15;70,10;70,80;71,15;69,45;8,36;-1,68%
31.08.15;71,30;70,50;71,60;70,50;4,80;0,56%
28.08.15;70,90;71,35;71,35;70,25;6,73;-0,14%
27.08.15;71,00;70,90;71,25;70,55;8,90;2,31%
26.08.15;69,40;69,80;70,60;69,05;11,77;-1,56%
25.08.15;70,50;69,20;71,50;69,05;13,01;3,07%
24.08.15;68,40;69,05;69,60;65,70;21,66;-3,80%
21.08.15;71,10;72,30;73,00;71,10;10,98;-3,20%
20.08.15;73,45;74,10;74,20;73,30;6,66;-1,28%
19.08.15;74,40;74,55;74,75;74,30;4,96;-0,73%
18.08.15;74,95;74,80;75,35;74,75;4,66;-0,07%
17.08.15;75,00;75,10;75,40;74,70;4,65;0,07%
14.08.15;74,95;74,45;75,05;74,40;5,20;1,08%
13.08.15;74,15;73,90;75,00;73,65;10,89;2,70%
12.08.15;72,20;73,25;73,25;71,95;7,36;-1,57%
11.08.15;73,35;73,70;73,70;73,15;4,21;-0,54%
10.08.15;73,75;73,40;73,95;73,10;3,55;0,61%
07.08.15;73,30;73,40;73,50;73,15;2,82;-0,27%
06.08.15;73,50;73,70;73,95;73,40;3,02;-0,47%
05.08.15;73,85;73,90;73,95;73,40;4,05;0,14%
04.08.15;73,75;73,50;73,90;73,40;3,49;0,27%
03.08.15;73,55;73,20;73,95;73,15;3,82;0,48%
31.07.15;73,20;72,90;73,20;72,75;5,30;0,41%
30.07.15;72,90;73,00;73,30;72,70;4,21;0,00%
29.07.15;72,90;72,15;72,90;72,00;5,55;1,39%
28.07.15;71,90;71,35;71,90;71,10;4,52;0,84%
27.07.15;71,30;72,15;72,30;71,10;5,20;-1,04%
24.07.15;72,05;72,50;72,70;72,00;4,09;-0,76%
23.07.15;72,60;72,60;72,75;72,25;3,85;0,35%
22.07.15;72,35;72,50;72,85;72,30;4,33;-0,69%
21.07.15;72,85;73,50;73,50;72,70;4,26;-0,48%
20.07.15;73,20;72,80;73,40;72,80;3,72;0,27%
17.07.15;73,00;72,60;73,15;72,50;7,14;0,55%
16.07.15;72,60;71,40;72,60;71,40;5,67;1,40%
15.07.15;71,60;71,45;71,80;71,10;7,28;-0,28%
14.07.15;71,80;71,40;71,90;71,10;4,49;0,84%
13.07.15;71,20;71,30;71,40;70,90;4,89;0,56%
10.07.15;70,80;70,95;71,10;70,20;5,77;1,07%
09.07.15;70,05;69,35;70,25;69,05;5,11;1,30%
08.07.15;69,15;68,65;69,30;68,65;5,86;0,80%
07.07.15;68,60;68,85;69,30;68,45;6,90;-0,29%
06.07.15;68,80;68,00;68,90;67,85;5,15;0,29%
03.07.15;68,60;68,90;69,10;68,20;4,98;-0,58%
02.07.15;69,00;68,70;69,55;68,65;4,89;0,66%
01.07.15;68,55;67,60;69,00;67,35;8,53;1,56%
30.06.15;67,50;68,55;68,80;67,50;8,86;-2,10%
29.06.15;68,95;68,00;69,65;67,55;7,58;-1,22%
26.06.15;69,80;69,35;69,95;68,90;5,46;0,07%
25.06.15;69,75;69,35;70,25;69,30;6,14;-0,43%
24.06.15;70,05;70,50;70,95;70,00;6,72;-0,64%
23.06.15;70,50;70,20;70,80;70,00;4,82;0,86%
22.06.15;69,90;69,35;70,25;69,25;6,22;1,38%
19.06.15;68,95;68,85;69,70;68,80;15,99;-0,14%
18.06.15;69,05;68,75;69,10;68,20;7,35;0,07%
17.06.15;69,00;69,70;69,70;68,70;6,55;-0,58%
16.06.15;69,40;69,05;69,60;68,95;7,02;0,29%
15.06.15;69,20;69,20;69,50;68,90;5,58;-0,43%
12.06.15;69,50;70,20;70,50;69,50;6,55;-1,00%
11.06.15;70,20;69,75;70,45;69,60;6,03;0,65%
10.06.15;69,75;69,30;69,95;69,10;6,55;0,65%
09.06.15;69,30;69,50;69,75;68,85;5,94;-0,72%
08.06.15;69,80;70,15;70,25;69,50;5,47;-0,43%
05.06.15;70,10;71,00;71,10;70,10;6,54;-1,54%
04.06.15;71,20;71,30;71,60;70,15;7,31;-0,56%
03.06.15;71,60;72,15;72,40;71,45;8,09;-0,76%
02.06.15;72,15;72,90;72,95;72,00;6,03;-0,96%
01.06.15;72,85;73,00;73,10;72,65;4,56;-0,07%
29.05.15;72,90;73,55;73,80;72,90;6,27;-1,15%
28.05.15;73,75;73,45;73,95;73,45;2,87;0,14%
27.05.15;73,65;72,85;73,75;72,85;5,46;0,96%
26.05.15;72,95;73,60;73,75;72,70;4,42;-0,68%
22.05.15;73,45;73,50;73,85;73,10;3,48;0,07%
21.05.15;73,40;73,15;73,55;73,05;3,54;0,14%
20.05.15;73,30;73,25;73,45;73,05;3,88;-0,14%
19.05.15;73,40;72,45;73,55;72,35;5,88;1,52%
18.05.15;72,30;71,80;72,35;71,65;4,85;0,63%
15.05.15;71,85;72,05;72,30;71,70;8,56;0,21%
13.05.15;71,70;72,15;72,15;71,60;5,05;-0,14%
12.05.15;71,80;72,15;72,35;71,60;6,86;-1,17%
11.05.15;72,65;72,80;72,85;72,30;4,59;0,14%
08.05.15;72,55;71,85;72,60;71,50;6,61;1,68%
07.05.15;71,35;71,35;71,60;70,50;10,58;0,28%
06.05.15;71,15;72,00;72,30;71,15;9,23;-1,52%
05.05.15;72,25;72,95;73,20;72,10;8,32;-1,03%
04.05.15;73,00;72,90;73,40;72,75;4,48;0,14%
30.04.15;72,90;73,50;73,50;72,65;8,45;-0,41%
29.04.15;73,20;74,95;75,05;73,10;9,53;-2,01%
28.04.15;74,70;75,15;75,45;74,45;7,69;-0,40%
27.04.15;75,00;74,95;75,00;74,30;7,67;0,67%
24.04.15;74,50;74,45;74,75;74,20;5,77;0,34%
23.04.15;74,25;74,65;74,70;74,00;5,49;0,00%
22.04.15;74,25;74,35;74,40;73,85;7,33;-0,07%
21.04.15;74,30;74,10;74,60;74,05;8,15;0,41%
20.04.15;74,00;74,55;74,95;73,70;9,64;-2,57%
17.04.15;75,95;77,00;77,00;75,80;18,57;-0,85%
16.04.15;76,60;76,00;76,65;75,95;7,25;0,79%
15.04.15;76,00;75,80;76,40;75,80;8,99;0,60%
14.04.15;75,55;75,70;75,85;75,20;7,47;0,00%
13.04.15;75,55;75,65;75,90;75,40;6,87;-0,46%
10.04.15;75,90;75,55;75,95;75,40;8,49;1,00%
09.04.15;75,15;74,55;75,30;74,40;7,22;1,14%
08.04.15;74,30;74,05;74,55;73,95;5,72;0,27%
07.04.15;74,10;73,80;74,35;73,50;6,04;1,30%
02.04.15;73,15;73,40;73,40;72,75;5,46;0,07%
01.04.15;73,10;73,00;73,45;72,75;7,85;-0,41%
31.03.15;73,40;74,05;74,40;73,25;6,55;-1,14%
30.03.15;74,25;73,85;74,65;73,50;8,25;1,57%
27.03.15;73,10;73,75;73,90;73,10;5,84;-0,14%
26.03.15;73,20;73,90;73,95;72,85;9,08;-1,08%
25.03.15;74,00;74,90;75,20;73,80;9,73;-1,53%
24.03.15;75,15;75,65;76,05;75,00;6,66;-1,05%
23.03.15;75,95;76,45;76,45;75,75;6,26;-0,72%
20.03.15;76,50;76,70;76,80;75,90;14,69;-0,07%
19.03.15;76,55;76,50;76,80;75,80;6,70;0,46%
18.03.15;76,20;75,80;76,60;75,35;7,26;0,66%
17.03.15;75,70;76,20;76,40;75,50;7,81;-0,26%
16.03.15;75,90;75,55;76,25;75,45;5,27;0,66%
13.03.15;75,40;75,00;75,55;74,85;4,19;0,40%
12.03.15;75,10;75,05;75,45;75,00;6,32;-0,27%
11.03.15;75,30;75,05;75,75;75,05;5,16;0,00%
10.03.15;75,30;75,70;76,05;75,20;5,29;-0,79%
09.03.15;75,90;75,80;76,10;75,50;4,71;-0,33%
06.03.15;76,15;75,95;76,30;75,70;5,48;0,40%
05.03.15;75,85;75,80;76,05;75,40;5,59;0,60%
04.03.15;75,40;74,45;75,50;74,40;5,47;1,07%
03.03.15;74,60;75,00;75,45;74,50;7,21;-0,27%
02.03.15;74,80;74,30;74,80;74,20;5,81;0,54%
27.02.15;74,40;74,60;74,75;74,20;6,34;-0,27%
26.02.15;74,60;73,75;74,70;73,25;7,59;1,50%
25.02.15;73,50;73,30;73,70;73,00;5,66;0,14%
24.02.15;73,40;73,25;73,50;72,95;4,62;0,41%
23.02.15;73,10;72,10;73,35;71,95;5,70;1,67%
20.02.15;71,90;72,35;72,40;71,65;13,23;-0,14%
19.02.15;72,00;71,50;72,10;71,15;6,88;1,27%
18.02.15;71,10;71,45;71,45;70,75;5,24;-0,14%
17.02.15;71,20;70,30;71,30;70,30;4,84;0,92%
16.02.15;70,55;70,10;70,55;69,80;3,84;0,36%
13.02.15;70,30;70,70;70,75;70,00;5,95;-0,42%
12.02.15;70,60;70,75;70,85;69,90;6,60;-0,42%
11.02.15;70,90;71,50;71,70;70,65;5,64;-0,77%
10.02.15;71,45;71,05;71,60;70,85;5,47;0,42%
09.02.15;71,15;70,85;71,30;70,55;5,34;0,14%
06.02.15;71,05;71,25;71,25;70,45;4,50;-0,28%
05.02.15;71,25;71,30;71,55;70,90;5,64;-0,63%
04.02.15;71,70;71,15;71,85;70,80;7,28;1,06%
03.02.15;70,95;71,20;71,50;70,55;9,39;-0,21%
02.02.15;71,10;70,90;71,30;70,50;7,38;0,92%
30.01.15;70,45;71,15;71,30;70,45;9,38;-0,49%
29.01.15;70,80;69,85;70,90;69,75;7,53;1,87%
28.01.15;69,50;70,90;70,90;69,40;7,72;-1,35%
27.01.15;70,45;69,50;70,50;69,10;9,71;1,81%
26.01.15;69,20;68,35;69,45;68,15;7,38;1,17%
23.01.15;68,40;66,40;68,45;66,15;10,52;3,17%
22.01.15;66,30;65,75;66,50;64,85;12,05;0,45%
21.01.15;66,00;67,05;67,20;65,40;12,84;-1,35%
20.01.15;66,90;67,45;67,85;66,90;16,20;-0,30%
19.01.15;67,10;65,70;68,00;65,25;16,37;3,55%
16.01.15;64,80;67,75;67,90;64,55;35,04;-6,83%
15.01.15;69,55;74,50;74,60;66,00;63,74;-6,20%
14.01.15;74,15;74,00;74,60;73,85;7,99;-0,34%
13.01.15;74,40;73,30;74,40;73,15;9,11;1,57%
12.01.15;73,25;72,90;73,45;72,80;6,42;0,83%
09.01.15;72,65;72,90;73,30;72,60;6,68;-0,27%
08.01.15;72,85;72,10;72,90;72,00;6,50;1,82%
07.01.15;71,55;71,35;71,90;70,95;6,51;0,35%
06.01.15;71,30;71,75;71,85;71,25;6,59;-0,70%
05.01.15;71,80;72,65;72,80;71,70;7,89;-1,58%
30.12.14;72,95;73,10;73,20;72,95;3,14;-0,41%
29.12.14;73,25;72,85;73,25;72,70;3,49;0,34%
23.12.14;73,00;72,90;73,25;72,80;4,23;0,48%
22.12.14;72,65;72,40;72,85;72,25;5,23;0,55%
19.12.14;72,25;72,45;72,45;71,50;19,56;1,19%
18.12.14;71,40;70,60;71,40;70,25;9,23;2,00%
17.12.14;70,00;69,80;70,30;69,65;10,10;-0,14%
16.12.14;70,10;69,20;70,10;68,20;13,64;1,45%
15.12.14;69,10;70,40;70,60;69,00;7,80;-2,06%
12.12.14;70,55;71,50;71,65;70,50;6,89;-1,60%
11.12.14;71,70;71,30;71,75;71,30;5,65;0,28%
10.12.14;71,50;71,80;72,00;71,35;4,97;-0,21%
09.12.14;71,65;72,30;72,35;71,45;5,50;-0,97%
08.12.14;72,35;72,45;72,60;72,05;2,63;-0,21%
05.12.14;72,50;72,00;72,50;72,00;4,46;0,55%
04.12.14;72,10;72,20;72,60;72,00;6,54;-0,28%
03.12.14;72,30;72,20;72,60;72,15;6,58;-0,82%
02.12.14;72,90;73,00;73,30;72,75;6,89;0,00%
01.12.14;72,90;72,45;73,05;72,40;7,82;0,48%
28.11.14;72,55;72,15;72,70;71,95;4,98;0,55%
27.11.14;72,15;71,90;72,20;71,75;3,46;0,42%
26.11.14;71,85;71,75;71,95;71,60;5,95;0,35%
25.11.14;71,60;71,70;71,90;71,45;5,04;-0,21%
24.11.14;71,75;72,05;72,15;71,75;5,29;-0,49%
21.11.14;72,10;71,90;72,15;71,75;6,70;0,49%
20.11.14;71,75;71,70;71,80;71,55;3,89;0,07%
19.11.14;71,70;71,50;71,85;71,45;4,10;0,14%
18.11.14;71,60;71,40;71,75;71,30;4,95;0,28%
17.11.14;71,40;71,05;71,45;71,00;4,29;-0,07%
14.11.14;71,45;71,65;71,65;71,30;4,39;-0,07%
13.11.14;71,50;71,00;71,50;70,95;5,55;0,85%
12.11.14;70,90;70,80;70,95;70,65;5,72;0,07%
11.11.14;70,85;70,55;70,95;70,55;4,43;0,50%
10.11.14;70,50;70,35;70,60;70,25;4,10;0,28%
07.11.14;70,30;70,60;70,65;70,00;5,63;-0,50%
06.11.14;70,65;70,40;70,80;70,35;6,09;0,21%
05.11.14;70,50;70,05;70,65;70,05;6,45;0,86%
04.11.14;69,90;69,95;70,35;69,85;5,89;0,00%
03.11.14;69,90;70,30;70,45;69,90;6,23;-0,71%
31.10.14;70,40;70,00;70,40;69,65;13,65;1,37%
30.10.14;69,45;69,25;69,45;68,70;6,85;0,43%
29.10.14;69,15;69,20;69,30;68,95;4,79;0,36%
28.10.14;68,90;68,50;69,10;68,50;7,00;0,80%
27.10.14;68,35;68,50;68,50;68,10;6,40;0,59%
24.10.14;67,95;67,85;67,95;67,60;6,14;-0,07%
23.10.14;68,00;67,70;68,20;67,35;9,61;0,07%
22.10.14;67,95;67,15;68,00;66,85;8,35;1,04%
21.10.14;67,25;66,70;67,25;66,50;9,90;0,67%
20.10.14;66,80;66,20;66,95;65,95;8,76;0,83%
17.10.14;66,25;65,10;66,50;64,55;12,78;2,00%
16.10.14;64,95;66,15;66,35;64,15;20,10;-2,99%
15.10.14;66,95;68,15;68,35;66,75;8,97;-1,47%
14.10.14;67,95;67,95;68,00;67,05;6,88;-0,37%
13.10.14;68,20;68,05;68,25;67,65;6,66;-0,58%
10.10.14;68,60;68,90;69,05;68,15;8,15;-0,36%
09.10.14;68,85;69,15;69,20;68,80;6,23;0,07%
08.10.14;68,80;68,30;68,95;68,30;5,95;0,36%
07.10.14;68,55;69,10;69,20;68,50;5,53;-1,01%
06.10.14;69,25;69,40;69,55;69,05;4,09;0,14%
03.10.14;69,15;69,25;69,25;68,75;3,67;0,22%
02.10.14;69,00;69,75;69,75;69,00;4,95;-1,08%
01.10.14;69,75;70,30;70,40;69,55;4,65;-0,71%
30.09.14;70,25;69,65;70,25;69,65;5,46;0,93%
29.09.14;69,60;69,70;69,80;69,20;3,38;0,00%
26.09.14;69,60;69,20;69,90;69,05;4,30;0,22%
